"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"1604"	5374	"Myeloid Leukemia, Ph1-Negative"	573
"1605"	5375	"Leukemia, Ph1-Negative Myeloid"	573
"1606"	5376	"Leukemias, Ph1-Negative Myeloid"	573
"1607"	5377	"Myeloid Leukemia, Ph1 Negative"	573
"1608"	5378	"Myeloid Leukemias, Ph1-Negative"	573
"1609"	5379	"Ph1-Negative Myeloid Leukemia"	573
"1610"	5380	"Ph1-Negative Myeloid Leukemias"	573
"1611"	5381	"Myeloid Leukemia, Philadelphia-Negative"	573
"1612"	5382	"Leukemia, Philadelphia-Negative Myeloid"	573
"1613"	5383	"Leukemias, Philadelphia-Negative Myeloid"	573
"1614"	5384	"Myeloid Leukemia, Philadelphia Negative"	573
"1615"	5385	"Myeloid Leukemias, Philadelphia-Negative"	573
"1616"	5386	"Philadelphia-Negative Myeloid Leukemia"	573
"1617"	5387	"Philadelphia-Negative Myeloid Leukemias"	573
"1618"	5388	"Leukemia, Myeloid, Ph1-Negative"	573
"1619"	5389	"Leukemia, Myeloid, Stable Phase"	574
"1620"	5390	"Myelogenous Leukemia, Chronic, Chronic-Phase"	574
"1621"	5391	"Myeloid Leukemia, Chronic, Chronic Phase"	574
"1622"	5392	"Myeloid Leukemia, Chronic, Chronic-Phase"	574
"1623"	5393	"Myeloid Leukemia, Chronic, Stable-Phase"	574
"1624"	5394	"Granulocytic Leukemia, Chronic, Stable Phase"	574
"1625"	5395	"Granulocytic Leukemia, Chronic, Stable-Phase"	574
"1626"	5396	"Leukemia, Granulocytic, Chronic Phase"	574
"1627"	5397	"Leukemia, Granulocytic, Chronic-Phase"	574
"1628"	5398	"Leukemia, Myelogenous, Chronic Phase"	574
"1629"	5399	"Leukemia, Myelogenous, Chronic-Phase"	574
"1630"	5400	"Leukemia, Myeloid, Chronic Phase"	574
"1631"	5401	"Leukemia, Myeloid, Stable-Phase"	574
"1632"	5402	"Myelogenous Leukemia, Chronic, Chronic Phase"	574
"1633"	5403	"Leukemia, Myelogenous, Aggressive-Phase"	575
"1634"	5404	"Leukemia, Myeloid, Accelerated-Phase"	575
"1635"	5405	"Leukemia, Myeloid, Aggressive-Phase"	575
"1636"	5406	"Myeloid Leukemia, Chronic, Aggressive-Phase"	575
"1637"	5407	"Myelogenous Leukemia, Chronic, Aggressive-Phase"	575
"1638"	5408	"Myeloid Leukemia, Chronic, Accelerated Phase"	575
"1639"	5409	"Myeloid Leukemia, Chronic, Accelerated-Phase"	575
"1640"	5410	"Myeloid Leukemia, Chronic, Aggressive Phase"	575
"1641"	5411	"Leukemia, Myelogenous, Aggressive Phase"	575
"1642"	5412	"Myelogenous Leukemia, Chronic, Aggressive Phase"	575
"1643"	5413	"Leukemia, Hairy Cell"	576
"1644"	5414	"Leukemic Reticuloendotheliosis"	576
"1645"	5415	"Leukemic Reticuloendothelioses"	576
"1646"	5416	"Reticuloendothelioses, Leukemic"	576
"1647"	5417	"Reticuloendotheliosis, Leukemic"	576
"1648"	5418	"Hairy Cell Leukemias"	576
"1649"	5419	"Leukemias, Hairy Cell"	576
"1650"	5420	"Lymphomas"	577
"1651"	5421	"Sarcoma, Germinoblastic"	577
"1652"	5422	"Germinoblastic Sarcoma"	577
"1653"	5423	"Germinoblastic Sarcomas"	577
"1654"	5424	"Sarcomas, Germinoblastic"	577
"1655"	5425	"Reticulolymphosarcoma"	577
"1656"	5426	"Reticulolymphosarcomas"	577
"1657"	5427	"Germinoblastoma"	577
"1658"	5428	"Germinoblastomas"	577
"1659"	5429	"Lymphoma, Malignant"	577
"1660"	5430	"Lymphomas, Malignant"	577
"1661"	5431	"Malignant Lymphoma"	577
"1662"	5432	"U937"	577
"1663"	5433	"T-Cell Lymphoma, Cutaneous"	578
"1664"	5434	"T Cell Lymphoma, Cutaneous"	578
"1665"	5435	"Cutaneous T Cell Lymphoma"	578
"1666"	5436	"Cutaneous T-Cell Lymphomas"	578
"1667"	5437	"Lymphoma, Cutaneous T-Cell"	578
"1668"	5438	"Lymphomas, Cutaneous T-Cell"	578
"1669"	5439	"T-Cell Lymphomas, Cutaneous"	578
"1670"	5440	"Lymphoma, T Cell, Cutaneous"	578
"1671"	5441	"Granulomatous Slack Skin"	578
"1672"	5442	"Slack Skin, Granulomatous"	578
"1673"	5443	"Lymphoma, T-Cell, Cutaneous"	578
"1674"	5444	"Hodgkin Disease"	579
"1675"	5445	"Disease, Hodgkin"	579
"1676"	5446	"Granuloma, Hodgkin's"	579
"1677"	5447	"Hodgkin's Granuloma"	579
"1678"	5448	"Granuloma, Hodgkins"	579
"1679"	5449	"Hodgkins Granuloma"	579
"1680"	5450	"Lymphogranuloma, Malignant"	579
"1681"	5451	"Lymphogranulomas, Malignant"	579
"1682"	5452	"Malignant Lymphogranuloma"	579
"1683"	5453	"Malignant Lymphogranulomas"	579
"1684"	5454	"Lymphoma, Hodgkin"	579
"1685"	5455	"Hodgkin's Disease"	579
"1686"	5456	"Disease, Hodgkin's"	579
"1687"	5457	"Hodgkin's Lymphoma"	579
"1688"	5458	"Hodgkins Lymphoma"	579
"1689"	5459	"Lymphoma, Hodgkin's"	579
"1690"	5460	"Hodgkins Disease"	579
"1691"	5461	"Disease, Hodgkins"	579
"1692"	5462	"Granuloma, Hodgkin"	579
"1693"	5463	"Hodgkin Granuloma"	579
"1694"	5464	"Granuloma, Malignant"	579
"1695"	5465	"Malignant Granuloma"	579
"1696"	5466	"Malignant Granulomas"	579
"1697"	5467	"Nodular Lymphocyte-Predominant Hodgkin's Lymphoma"	579
"1698"	5468	"Nodular Lymphocyte Predominant Hodgkin's Lymphoma"	579
"1699"	5469	"Nodular Sclerosing Hodgkin's Lymphoma"	579
"1700"	5470	"Lymphocyte-Rich Classical Hodgkin's Lymphoma"	579
"1701"	5471	"Lymphocyte Rich Classical Hodgkin's Lymphoma"	579
"1702"	5472	"Mixed Cellularity Hodgkin's Lymphoma"	579
"1703"	5473	"Hodgkin Lymphoma, Adult"	579
"1704"	5474	"Adult Hodgkin Lymphoma"	579
"1705"	5475	"Lymphocyte Depletion Hodgkin's Lymphoma"	579
"1706"	5476	"Lymphoma, Non-Hodgkin"	581
"1707"	5477	"Lymphoma, Non Hodgkin"	581
"1708"	5478	"Lymphoma, Atypical Diffuse Small Lymphoid"	581
"1709"	5479	"Lymphoma, Non-Hodgkin's"	581
"1710"	5480	"Lymphoma, Non Hodgkin's"	581
"1711"	5481	"Lymphoma, Non-Hodgkin, Familial"	581
"1712"	5482	"Lymphoma, Non-Hodgkins"	581
"1713"	5483	"Lymphoma, Non Hodgkins"	581
"1714"	5484	"Non-Hodgkins Lymphoma"	581
"1715"	5485	"Small Cleaved-Cell Lymphoma, Diffuse"	581
"1716"	5486	"Small Cleaved Cell Lymphoma, Diffuse"	581
"1717"	5487	"Lymphoma, Nonhodgkins"	581
"1718"	5488	"Nonhodgkins Lymphoma"	581
"1719"	5489	"Lymphoma, Small Cleaved Cell, Diffuse"	581
"1720"	5490	"Lymphoma, Small Cleaved-Cell, Diffuse"	581
"1721"	5491	"Non Hodgkin Lymphoma"	581
"1722"	5492	"Non-Hodgkin's Lymphoma"	581
"1723"	5493	"Non Hodgkin's Lymphoma"	581
"1724"	5494	"Diffuse Small Cleaved-Cell Lymphoma"	581
"1725"	5495	"Diffuse Small Cleaved Cell Lymphoma"	581
"1726"	5496	"Lymphoma, Nonhodgkin's"	581
"1727"	5497	"Lymphoma, Nonhodgkin"	581
"1728"	5498	"Nonhodgkin's Lymphoma"	581
"1729"	5499	"Lymphoma, High-Grade"	581
"1730"	5500	"High-Grade Lymphoma"	581
"1731"	5501	"High-Grade Lymphomas"	581
"1732"	5502	"Lymphoma, High Grade"	581
"1733"	5503	"Lymphomas, High-Grade"	581
"1734"	5504	"Lymphoma, Intermediate-Grade"	581
"1735"	5505	"Intermediate-Grade Lymphoma"	581
"1736"	5506	"Intermediate-Grade Lymphomas"	581
"1737"	5507	"Lymphoma, Intermediate Grade"	581
"1738"	5508	"Lymphomas, Intermediate-Grade"	581
"1739"	5509	"Reticulum-Cell Sarcoma"	581
"1740"	5510	"Reticulum-Cell Sarcomas"	581
"1741"	5511	"Sarcomas, Reticulum-Cell"	581
"1742"	5512	"Reticulum Cell Sarcoma"	581
"1743"	5513	"Reticulosarcoma"	581
"1744"	5514	"Reticulosarcomas"	581
"1745"	5515	"Sarcoma, Reticulum-Cell"	581
"1746"	5516	"Sarcoma, Reticulum Cell"	581
"1747"	5517	"Lymphoma, Mixed-Cell"	581
"1748"	5518	"Lymphoma, Mixed Cell"	581
"1749"	5519	"Lymphoma, Mixed Lymphocytic-Histiocytic"	581
"1750"	5520	"Lymphocytic-Histiocytic Lymphoma, Mixed"	581
"1751"	5521	"Lymphocytic-Histiocytic Lymphomas, Mixed"	581
"1752"	5522	"Lymphoma, Mixed Lymphocytic Histiocytic"	581
"1753"	5523	"Lymphomas, Mixed Lymphocytic-Histiocytic"	581
"1754"	5524	"Mixed Lymphocytic-Histiocytic Lymphoma"	581
"1755"	5525	"Mixed Lymphocytic-Histiocytic Lymphomas"	581
"1756"	5526	"Mixed-Cell Lymphoma"	581
"1757"	5527	"Lymphomas, Mixed-Cell"	581
"1758"	5528	"Mixed Cell Lymphoma"	581
"1759"	5529	"Mixed-Cell Lymphomas"	581
"1760"	5530	"Lymphoma, Mixed"	581
"1761"	5531	"Lymphomas, Mixed"	581
"1762"	5532	"Mixed Lymphoma"	581
"1763"	5533	"Mixed Lymphomas"	581
"1764"	5534	"Lymphoma, Mixed-Cell, Diffuse"	581
"1765"	5535	"Diffuse Mixed-Cell Lymphoma"	581
"1766"	5536	"Diffuse Mixed Cell Lymphoma"	581
"1767"	5537	"Diffuse Mixed-Cell Lymphomas"	581
"1768"	5538	"Lymphoma, Diffuse Mixed-Cell"	581
"1769"	5539	"Lymphomas, Diffuse Mixed-Cell"	581
"1770"	5540	"Mixed-Cell Lymphomas, Diffuse"	581
"1771"	5541	"Lymphoma, Diffuse, Mixed Lymphocytic-Histiocytic"	581
"1772"	5542	"Mixed-Cell Lymphoma, Diffuse"	581
"1773"	5543	"Mixed Cell Lymphoma, Diffuse"	581
"1774"	5544	"Lymphoma, Mixed Small and Large Cell, Diffuse"	581
"1775"	5545	"Lymphoma, Small and Large Cleaved-Cell, Diffuse"	581
"1776"	5546	"Mixed Small and Large Cell Lymphoma, Diffuse"	581
"1777"	5547	"Diffuse Mixed Small and Large Cell Lymphoma"	581
"1778"	5548	"Lymphoma, Mixed Cell, Diffuse"	581
"1779"	5549	"Lymphoma, Small Noncleaved-Cell"	581
"1780"	5550	"Lymphoma, Small Noncleaved Cell"	581
"1781"	5551	"Small Non-Cleaved-Cell Lymphoma"	581
"1782"	5552	"Small Non Cleaved Cell Lymphoma"	581
"1783"	5553	"Lymphoma, Small Non-Cleaved-Cell"	581
"1784"	5554	"Lymphoma, Small Non Cleaved Cell"	581
"1785"	5555	"Lymphomas, Small Non-Cleaved-Cell"	581
"1786"	5556	"Non-Cleaved-Cell Lymphoma, Small"	581
"1787"	5557	"Non-Cleaved-Cell Lymphomas, Small"	581
"1788"	5558	"Small Non-Cleaved-Cell Lymphomas"	581
"1789"	5559	"Diffuse Undifferentiated Lymphoma"	581
"1790"	5560	"Diffuse Undifferentiated Lymphomas"	581
"1791"	5561	"Lymphoma, Diffuse Undifferentiated"	581
"1792"	5562	"Lymphomas, Diffuse Undifferentiated"	581
"1793"	5563	"Undifferentiated Lymphoma, Diffuse"	581
"1794"	5564	"Undifferentiated Lymphomas, Diffuse"	581
"1795"	5565	"Lymphoma, Undifferentiated, Diffuse"	581
"1796"	5566	"Small Noncleaved-Cell Lymphoma"	581
"1797"	5567	"Lymphomas, Small Noncleaved-Cell"	581
"1798"	5568	"Noncleaved-Cell Lymphoma, Small"	581
"1799"	5569	"Noncleaved-Cell Lymphomas, Small"	581
"1800"	5570	"Small Noncleaved Cell Lymphoma"	581
"1801"	5571	"Small Noncleaved-Cell Lymphomas"	581
"1802"	5572	"Lymphoma, Undifferentiated"	581
"1803"	5573	"Undifferentiated Lymphoma"	581
"1804"	5574	"Lymphomas, Undifferentiated"	581
"1805"	5575	"Lymphomas, Undifferentiated"	581
"1806"	5576	"Lymphoma, Pleomorphic"	581
"1807"	5577	"Lymphomas, Pleomorphic"	581
"1808"	5578	"Pleomorphic Lymphoma"	581
"1809"	5579	"Pleomorphic Lymphomas"	581
"1810"	5580	"Lymphoma, Diffuse"	581
"1811"	5581	"Diffuse Lymphoma"	581
"1812"	5582	"Diffuse Lymphomas"	581
"1813"	5583	"Lymphomas, Diffuse"	581
"1814"	5584	"Lymphosarcoma"	581
"1815"	5585	"Lymphosarcomas"	581
"1816"	5586	"Sarcoma, Lymphatic"	581
"1817"	5587	"Lymphatic Sarcoma"	581
"1818"	5588	"Lymphatic Sarcomas"	581
"1819"	5589	"Sarcomas, Lymphatic"	581
"1820"	5590	"Lymphoma, Low-Grade"	581
"1821"	5591	"Low-Grade Lymphoma"	581
"1822"	5592	"Low-Grade Lymphomas"	581
"1823"	5593	"Lymphoma, Low Grade"	581
"1824"	5594	"Lymphomas, Low-Grade"	581
"1825"	5595	"Sezary Syndrome"	582
"1826"	5596	"Syndrome, Sezary"	582
"1827"	5597	"Sezary's Lymphoma"	582
"1828"	5598	"Lymphoma, Sezary's"	582
"1829"	5599	"Sezary Lymphoma"	582
"1830"	5600	"Sezarys Lymphoma"	582
"1831"	5601	"Erythroderma, Sezary"	582
"1832"	5602	"Sezary Erythroderma"	582
"1833"	5603	"Waldenstrom Macroglobulinemia"	583
"1834"	5604	"Macroglobulinemia, Waldenstrom"	583
"1835"	5605	"Lymphoma, Lymphoplasmacytoid"	583
"1836"	5606	"Lymphomas, Lymphoplasmacytoid"	583
"1837"	5607	"Lymphoplasmacytoid Lymphoma"	583
"1838"	5608	"Lymphoplasmacytoid Lymphomas"	583
"1839"	5609	"Macroglobulinemia"	583
"1840"	5610	"Waldenstrom's Macroglobulinemia"	583
"1841"	5611	"Macroglobulinemia, Waldenstrom's"	583
"1842"	5612	"Waldenstroms Macroglobulinemia"	583
"1843"	5613	"Waldenstrom's Macroglobulinaemia"	583
"1844"	5614	"Macroglobulinaemia, Waldenstrom's"	583
"1845"	5615	"Waldenstrom Macroglobulinaemia"	583
"1846"	5616	"Waldenstroms Macroglobulinaemia"	583
"1847"	5617	"Lymphoma, Lymphocytic, Plasmacytoid"	583
"1848"	5618	"Primary Macroglobulinemia"	583
"1849"	5619	"Macroglobulinemia, Primary"	583
"1850"	5620	"Familial Waldenstrom's Macroglobulinaemia"	583
"1851"	5621	"Familial Waldenstrom Macroglobulinaemia"	583
"1852"	5622	"Familial Waldenstroms Macroglobulinaemia"	583
"1853"	5623	"Macroglobulinaemia, Familial Waldenstrom's"	583
"1854"	5624	"Waldenstrom's Macroglobulinaemia, Familial"	583
"1855"	5625	"Leukemia, Myelomonocytic, Chronic"	584
"1856"	5626	"Myelomonocytic Leukemia, Chronic"	584
"1857"	5627	"Chronic Myelomonocytic Leukemia"	584
"1858"	5628	"Chronic Myelomonocytic Leukemias"	584
"1859"	5629	"Leukemia, Chronic Myelomonocytic"	584
"1860"	5630	"Leukemias, Chronic Myelomonocytic"	584
"1861"	5631	"Myelomonocytic Leukemias, Chronic"	584
"1862"	5632	"Chronic myeloproliferative disorder"	584
"1863"	5633	"Chronic myeloproliferative disease"	584
"1864"	5634	"-Chronic myeloproliferative disorder"	584
"1865"	5635	"chronic myeloproliferative disorders"	584
"1866"	5636	"CMPD"	584
"1867"	5637	"Cmpd, u"	584
"1868"	5638	"Histiocytosis, Langerhans-Cell"	585
"1869"	5639	"Histiocytosis, Langerhans Cell"	585
"1870"	5640	"Hand-Schueller-Christian Syndrome"	585
"1871"	5641	"Hand Schueller Christian Syndrome"	585
"1872"	5642	"Syndrome, Hand-Schueller-Christian"	585
"1873"	5643	"Hand-Schüller-Christian Disease"	585
"1874"	5644	"Disease, Hand-Schüller-Christian"	585
"1875"	5645	"Hand Schüller Christian Disease"	585
"1876"	5646	"Hand-Schüller-Christian Syndrome"	585
"1877"	5647	"Hand Schüller Christian Syndrome"	585
"1878"	5648	"Syndrome, Hand-Schüller-Christian"	585
"1879"	5649	"Histiocytosis X"	585
"1880"	5650	"Histiocytosis, Generalized"	585
"1881"	5651	"Generalized Histiocytoses"	585
"1882"	5652	"Generalized Histiocytosis"	585
"1883"	5653	"Histiocytoses, Generalized"	585
"1884"	5654	"Histiocytosis-X"	585
"1885"	5655	"Cell Histiocytoses, Langerhans"	585
"1886"	5656	"Cell Histiocytosis, Langerhans"	585
"1887"	5657	"Histiocytoses, Langerhans Cell"	585
"1888"	5658	"Langerhans Cell Histiocytoses"	585
"1889"	5659	"Langerhans-Cell Granulomatosis"	585
"1890"	5660	"Granulomatosis, Langerhans-Cell"	585
"1891"	5661	"Langerhans-Cell Histiocytosis"	585
"1892"	5662	"Letterer-Siwe Disease"	585
"1893"	5663	"Disease, Letterer-Siwe"	585
"1894"	5664	"Letterer Siwe Disease"	585
"1895"	5665	"Non-Lipid Reticuloendotheliosis"	585
"1896"	5666	"Non Lipid Reticuloendotheliosis"	585
"1897"	5667	"Non-Lipid Reticuloendothelioses"	585
"1898"	5668	"Reticuloendothelioses, Non-Lipid"	585
"1899"	5669	"Reticuloendotheliosis, Non-Lipid"	585
"1900"	5670	"Schueller-Christian Disease"	585
"1901"	5671	"Disease, Schueller-Christian"	585
"1902"	5672	"Schueller Christian Disease"	585
"1903"	5673	"Systemic Aleukemic Reticuloendotheliosis"	585
"1904"	5674	"Aleukemic Reticuloendothelioses, Systemic"	585
"1905"	5675	"Aleukemic Reticuloendotheliosis, Systemic"	585
"1906"	5676	"Reticuloendothelioses, Systemic Aleukemic"	585
"1907"	5677	"Reticuloendotheliosis, Systemic Aleukemic"	585
"1908"	5678	"Systemic Aleukemic Reticuloendothelioses"	585
"1909"	5679	"Type 2 Histiocytosis"	585
"1910"	5680	"Histiocytoses, Type 2"	585
"1911"	5681	"Histiocytosis, Type 2"	585
"1912"	5682	"Type 2 Histiocytoses"	585
"1913"	5683	"Langerhans Cell Granulomatosis"	585
"1914"	5684	"Cell Granulomatoses, Langerhans"	585
"1915"	5685	"Cell Granulomatosis, Langerhans"	585
"1916"	5686	"Granulomatoses, Langerhans Cell"	585
"1917"	5687	"Granulomatosis, Langerhans Cell"	585
"1918"	5688	"Langerhans Cell Granulomatoses"	585
"1919"	5689	"Hand-Schueller-Christian Disease"	585
"1920"	5690	"Disease, Hand-Schueller-Christian"	585
"1921"	5691	"Hand Schueller Christian Disease"	585
"1922"	5692	"Pulmonary Histiocytosis X"	585
"1923"	5693	"Histiocytosis X, Pulmonary"	585
"1924"	5694	"Pulmonary Langerhans Cell Granulomatosis"	585
"1925"	5695	"Langerhans Cell Granulomatosis, Pulmonary"	585
"1926"	5696	"Hashimoto-Pritzger Disease"	585
"1927"	5697	"Histiocytosis, Non Langerhans Cell"	586
"1928"	5698	"Non-Langerhans-Cell Histiocytosis"	586
"1929"	5699	"Xanthoma Disseminatum"	586
"1930"	5700	"Disseminatum, Xanthoma"	586
"1931"	5701	"Reticulohistiocytoma"	586
"1932"	5702	"Reticulohistiocytomas"	586
"1933"	5703	"Multiple Myeloma"	587
"1934"	5704	"Multiple Myelomas"	587
"1935"	5705	"Myelomas, Multiple"	587
"1936"	5706	"Myeloma, Multiple"	587
"1937"	5707	"Myeloma, Plasma-Cell"	587
"1938"	5708	"Myeloma, Plasma Cell"	587
"1939"	5709	"Myelomas, Plasma-Cell"	587
"1940"	5710	"Plasma-Cell Myeloma"	587
"1941"	5711	"Plasma-Cell Myelomas"	587
"1942"	5712	"Myelomatosis"	587
"1943"	5713	"Myelomatoses"	587
"1944"	5714	"Plasma Cell Myeloma"	587
"1945"	5715	"Cell Myeloma, Plasma"	587
"1946"	5716	"Cell Myelomas, Plasma"	587
"1947"	5717	"Myelomas, Plasma Cell"	587
"1948"	5718	"Plasma Cell Myelomas"	587
"1949"	5719	"Kahler Disease"	587
"1950"	5720	"Disease, Kahler"	587
"1951"	5721	"Myeloma-Multiple"	587
"1952"	5722	"Myeloma Multiple"	587
"1953"	5723	"Myeloma-Multiples"	587
"1954"	5724	"Myelodysplastic Syndrome"	588
"1955"	5725	"Syndrome, Myelodysplastic"	588
"1956"	5726	"Syndromes, Myelodysplastic"	588
"1957"	5727	"Dysmyelopoietic Syndromes"	588
"1958"	5728	"Dysmyelopoietic Syndrome"	588
"1959"	5729	"Syndrome, Dysmyelopoietic"	588
"1960"	5730	"Syndromes, Dysmyelopoietic"	588
"1961"	5731	"Hematopoetic Myelodysplasia"	588
"1962"	5732	"Hematopoetic Myelodysplasias"	588
"1963"	5733	"Myelodysplasia, Hematopoetic"	588
"1964"	5734	"Myelodysplasias, Hematopoetic"	588
"1965"	5735	"Myelodysplastic-Myeloproliferative Diseases"	589
"1966"	5736	"Disease, Myelodysplastic-Myeloproliferative"	589
"1967"	5737	"Diseases, Myelodysplastic-Myeloproliferative"	589
"1968"	5738	"Myelodysplastic Myeloproliferative Diseases"	589
"1969"	5739	"Myelodysplastic-Myeloproliferative Disease"	589
"1970"	5740	"Myeloproliferative-Myelodisplastic Diseases"	589
"1971"	5741	"Disease, Myeloproliferative-Myelodisplastic"	589
"1972"	5742	"Diseases, Myeloproliferative-Myelodisplastic"	589
"1973"	5743	"Myeloproliferative Myelodisplastic Diseases"	589
"1974"	5744	"Myeloproliferative-Myelodisplastic Disease"	589
"1975"	5745	"Disease, Musculoskeletal"	590
"1976"	5746	"Diseases, Musculoskeletal"	590
"1977"	5747	"Musculoskeletal Disease"	590
"1978"	5748	"Bone Neoplasms"	591
"1979"	5749	"Bone Neoplasm"	591
"1980"	5750	"Neoplasm, Bone"	591
"1981"	5751	"bone tumor"	591
"1982"	5752	"Cancer of the Bone"	591
"1983"	5753	"Cancer of Bone"	591
"1984"	5754	"Sarcoma, Ewing"	592
"1985"	5755	"Sarcoma, Ewing's"	592
"1986"	5756	"Sarcoma, Ewings"	592
"1987"	5757	"Ewing's Sarcoma"	592
"1988"	5758	"Ewings Sarcoma"	592
"1989"	5759	"Ewing's Tumor"	592
"1990"	5760	"Ewings Tumor"	592
"1991"	5761	"Tumor, Ewing's"	592
"1992"	5762	"Ewing Tumor"	592
"1993"	5763	"Tumor, Ewing"	592
"1994"	5764	"Osteosarcomas"	593
"1995"	5765	"Osteosarcoma Tumor"	593
"1996"	5766	"Osteosarcoma Tumors"	593
"1997"	5767	"Tumor, Osteosarcoma"	593
"1998"	5768	"Tumors, Osteosarcoma"	593
"1999"	5769	"mg63"	593
"2000"	5770	"Osteogenic Sarcomas"	593
"2001"	5771	"mg-63"	593
"2002"	5772	"Osteogenic Sarcoma"	593
"2003"	5773	"Diaphyseal medullary stenosis with malignant fibrous histiocytoma"	594
"2004"	5774	"DMSMFH"	594
"2005"	5775	"Bone dysplasia with malignant fibrous histiocytoma"	594
"2006"	5776	"Bone dysplasia with malignant fibrous histiocytoma"	594
"2007"	5777	"Bone dysplasia with medullary fibrosarcoma"	594
"2008"	5778	"Malignant Fibrous Histiocytoma of the Bone"	594
"2009"	5779	"Malignant Bone Fibrous Histiocytoma"	594
"2010"	5780	"Rhabdomyosarcomas"	595
"2011"	5781	"Embryonal Rhabdomyosarcoma"	596
"2012"	5782	"Embryonal Rhabdomyosarcomas"	596
"2013"	5783	"Rhabdomyosarcomas, Embryonal"	596
"2014"	5784	"Sarcoma"	597
"2015"	5785	"Sarcomas"	597
"2016"	5786	"Sarcoma, Soft Tissue"	597
"2017"	5787	"Sarcomas, Soft Tissue"	597
"2018"	5788	"Soft Tissue Sarcomas"	597
"2019"	5789	"Sarcoma, Epithelioid"	597
"2020"	5790	"Epithelioid Sarcoma"	597
"2021"	5791	"Epithelioid Sarcomas"	597
"2022"	5792	"Sarcomas, Epithelioid"	597
"2023"	5793	"Sarcoma, Spindle Cell"	597
"2024"	5794	"Sarcomas, Spindle Cell"	597
"2025"	5795	"Spindle Cell Sarcoma"	597
"2026"	5796	"Spindle Cell Sarcomas"	597
"2027"	5797	"Manifestation, Neurologic"	598
"2028"	5798	"Neurological Manifestations"	598
"2029"	5799	"Neurologic Manifestation"	598
"2030"	5800	"Neurologic Signs and Symptoms"	598
"2031"	5801	"Manifestations, Neurologic"	598
"2032"	5802	"Manifestations, Neurological"	598
"2033"	5803	"Manifestation, Neurological"	598
"2034"	5804	"Neurological Manifestation"	598
"2035"	5805	"Neurologic Deficits"	598
"2036"	5806	"Deficit, Neurologic"	598
"2037"	5807	"Deficits, Neurologic"	598
"2038"	5808	"Neurologic Deficit"	598
"2039"	5809	"Neurologic Symptoms"	598
"2040"	5810	"Neurologic Symptom"	598
"2041"	5811	"Symptom, Neurologic"	598
"2042"	5812	"Symptoms, Neurologic"	598
"2043"	5813	"Neurologic Findings"	598
"2044"	5814	"Finding, Neurologic"	598
"2045"	5815	"Findings, Neurologic"	598
"2046"	5816	"Neurologic Finding"	598
"2047"	5817	"Neurologic Signs"	598
"2048"	5818	"Neurologic Sign"	598
"2049"	5819	"Sign, Neurologic"	598
"2050"	5820	"Signs, Neurologic"	598
"2051"	5821	"Focal Neurologic Deficits"	598
"2052"	5822	"Deficit, Focal Neurologic"	598
"2053"	5823	"Deficits, Focal Neurologic"	598
"2054"	5824	"Focal Neurologic Deficit"	598
"2055"	5825	"Neurologic Deficit, Focal"	598
"2056"	5826	"Neurologic Deficits, Focal"	598
"2057"	5827	"Neurologic Dysfunction"	598
"2058"	5828	"Dysfunction, Neurologic"	598
"2059"	5829	"Dysfunctions, Neurologic"	598
"2060"	5830	"Neurologic Dysfunctions"	598
"2061"	5831	"Brain Neoplasms"	599
"2062"	5832	"Neoplasms, Brain"	599
"2063"	5833	"Brain Neoplasm"	599
"2064"	5834	"Neoplasm, Brain"	599
"2065"	5835	"Brain Tumors"	599
"2066"	5836	"Tumor, Brain"	599
"2067"	5837	"Tumors, Brain"	599
"2068"	5838	"Brain Cancer"	599
"2069"	5839	"Brain Cancers"	599
"2070"	5840	"Cancer, Brain"	599
"2071"	5841	"Cancers, Brain"	599
"2072"	5842	"Malignant Neoplasms, Brain"	599
"2073"	5843	"Brain Malignant Neoplasm"	599
"2074"	5844	"Brain Malignant Neoplasms"	599
"2075"	5845	"Malignant Neoplasm, Brain"	599
"2076"	5846	"Cancer of Brain"	599
"2077"	5847	"Cancer of the Brain"	599
"2078"	5848	"Neoplasms, Brain, Malignant"	599
"2079"	5849	"Brain Neoplasms, Malignant"	599
"2080"	5850	"Brain Neoplasm, Malignant"	599
"2081"	5851	"Malignant Brain Neoplasm"	599
"2082"	5852	"Malignant Brain Neoplasms"	599
"2083"	5853	"Neoplasms, Intracranial"	599
"2084"	5854	"Intracranial Neoplasm"	599
"2085"	5855	"Neoplasm, Intracranial"	599
"2086"	5856	"Intracranial Neoplasms"	599
"2087"	5857	"Brain Tumor, Recurrent"	599
"2088"	5858	"Brain Tumors, Recurrent"	599
"2089"	5859	"Recurrent Brain Tumor"	599
"2090"	5860	"Recurrent Brain Tumors"	599
"2091"	5861	"Malignant Primary Brain Tumors"	599
"2092"	5862	"Primary Malignant Brain Tumors"	599
"2093"	5863	"Malignant Primary Brain Neoplasms"	599
"2094"	5864	"Primary Malignant Brain Neoplasms"	599
"2095"	5865	"Brain Neoplasms, Malignant, Primary"	599
"2096"	5866	"Brain Neoplasms, Primary Malignant"	599
"2097"	5867	"Benign Neoplasms, Brain"	599
"2098"	5868	"Benign Neoplasm, Brain"	599
"2099"	5869	"Brain Benign Neoplasm"	599
"2100"	5870	"Brain Benign Neoplasms"	599
"2101"	5871	"Neoplasms, Brain, Benign"	599
"2102"	5872	"Brain Neoplasms, Benign"	599
