"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"7249"	7303	"MGC14697"	1251
"7250"	7304	"bA792D24.4"	1251
"7251"	7305	"DAPIT"	1251
"7252"	7306	"Diabetes Associated Protein in Insulin-sensitive Tissues"	1251
"7253"	7307	"HCVFTP2"	1251
"7254"	7308	"ATP5ME"	1252
"7255"	7309	"ATP synthase membrane subunit e"	1252
"7256"	7310	"ATP5I"	1252
"7257"	7311	"ATP5K"	1252
"7258"	7312	"ATP5MF"	1253
"7259"	7313	"ATP synthase membrane subunit f"	1253
"7260"	7314	"ATP5J2"	1253
"7261"	7315	"ATP5JL"	1253
"7262"	7316	"F1Fo-ATPase synthase f subunit"	1253
"7263"	7317	"ATP synthase f chain, mitochondrial"	1253
"7264"	7318	"F1Fo-ATP synthase complex Fo membrane domain f subunit"	1253
"7265"	7319	"ATP5MG"	1254
"7266"	7320	"ATP synthase membrane subunit g"	1254
"7267"	7321	"ATP5L"	1254
"7268"	7322	"ATP5JG"	1254
"7269"	7323	"ATP5MGL"	1255
"7270"	7324	"ATP synthase membrane subunit g like"	1255
"7271"	7325	"ATP5K2"	1255
"7272"	7326	"ATP5L2"	1255
"7273"	7327	"dJ222E13.5"	1255
"7274"	7328	"ATP5MPL"	1256
"7275"	7329	"ATP synthase membrane subunit 6.8PL"	1256
"7276"	7330	"C14orf2"	1256
"7277"	7331	"MP68"	1256
"7278"	7332	"MLQ"	1256
"7279"	7333	"6.8PL"	1256
"7280"	7334	"6.8 kDa mitochondrial proteolipid"	1256
"7281"	7335	"6.8-kDa proteolipid with N-terminal sequence Met-Leu-Gln (MLQ)"	1256
"7282"	7336	"PLPM"	1256
"7283"	7337	"ATP5PB"	1257
"7284"	7338	"ATP synthase peripheral stalk-membrane subunit b"	1257
"7285"	7339	"ATP5F1"	1257
"7286"	7340	"PIG47"	1257
"7287"	7341	"ATP5PD"	1258
"7288"	7342	"ATP synthase peripheral stalk subunit d"	1258
"7289"	7343	"ATP5H"	1258
"7290"	7344	"ATPQ"	1258
"7291"	7345	"ATP5JD"	1258
"7292"	7346	"ATP5PF"	1259
"7293"	7347	"ATP synthase peripheral stalk subunit F6"	1259
"7294"	7348	"ATP5A"	1259
"7295"	7349	"ATP5"	1259
"7296"	7350	"ATPM"	1259
"7297"	7351	"ATP5J"	1259
"7298"	7352	"CF6"	1259
"7299"	7353	"coupling factor 6"	1259
"7300"	7354	"F6"	1259
"7301"	7355	"ATP5PO"	1260
"7302"	7356	"ATP synthase peripheral stalk subunit OSCP"	1260
"7303"	7357	"ATP5O"	1260
"7304"	7358	"OSCP"	1260
"7305"	7359	"ATPO"	1260
"7306"	7360	"oligomycin sensitivity conferring protein"	1260
"7307"	7361	"HMC08D05"	1260
"7308"	7362	"ATP5S"	1261
"7309"	7363	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"	1261
"7310"	7364	"HSU79253"	1261
"7311"	7365	"ATPW"	1261
"7312"	7366	"FB"	1261
"7313"	7367	"ATP6AP1"	1262
"7314"	7368	"ATPase H+ transporting accessory protein 1"	1262
"7315"	7369	"ATP6S1"	1262
"7316"	7370	"ATP6IP1"	1262
"7317"	7371	"ORF"	1262
"7318"	7372	"XAP-3"	1262
"7319"	7373	"VATPS1"	1262
"7320"	7374	"16A"	1262
"7321"	7375	"Ac45"	1262
"7322"	7376	"XAP3"	1262
"7323"	7377	"CF2"	1262
"7324"	7378	"ATP6AP1L"	1263
"7325"	7379	"ATPase H+ transporting accessory protein 1 like"	1263
"7326"	7380	"ATP6AP2"	1264
"7327"	7381	"ATPase H+ transporting accessory protein 2"	1264
"7328"	7382	"ATP6IP2"	1264
"7329"	7383	"M8-9"	1264
"7330"	7384	"APT6M8-9"	1264
"7331"	7385	"ATP6M8-9"	1264
"7332"	7386	"PRR"	1264
"7333"	7387	"RENR"	1264
"7334"	7388	"prorenin receptor"	1264
"7335"	7389	"renin receptor"	1264
"7336"	7390	"ELDF10"	1264
"7337"	7391	"HT028"	1264
"7338"	7392	"MRXE"	1264
"7339"	7393	"MRXSH"	1264
"7340"	7394	"MSTP009"	1264
"7341"	7395	"XMRE"	1264
"7342"	7396	"XPDS"	1264
"7343"	7397	"ATP6V1A"	1265
"7344"	7398	"ATPase H+ transporting V1 subunit A"	1265
"7345"	7399	"VPP2"	1265
"7346"	7400	"ATP6A1"	1265
"7347"	7401	"ATP6V1A1"	1265
"7348"	7402	"Vma1"	1265
"7349"	7403	"VA68"	1265
"7350"	7404	"ARCL2D"	1265
"7351"	7405	"HO68"	1265
"7352"	7406	"ATP6V1B1"	1266
"7353"	7407	"ATPase H+ transporting V1 subunit B1"	1266
"7354"	7408	"VPP3"	1266
"7355"	7409	"ATP6B1"	1266
"7356"	7410	"VATB"	1266
"7357"	7411	"RTA1B"	1266
"7358"	7412	"Vma2"	1266
"7359"	7413	"Renal tubular acidosis with deafness"	1266
"7360"	7414	"VMA2"	1266
"7361"	7415	"ATP6V1B2"	1267
"7362"	7416	"ATPase H+ transporting V1 subunit B2"	1267
"7363"	7417	"VPP3"	1267
"7364"	7418	"ATP6B2"	1267
"7365"	7419	"VATB"	1267
"7366"	7420	"Vma2"	1267
"7367"	7421	"HO57"	1267
"7368"	7422	"ATP6B1B2"	1267
"7369"	7423	"DOOD"	1267
"7370"	7424	"ZLS2"	1267
"7371"	7425	"ATP6V1C1"	1268
"7372"	7426	"ATPase H+ transporting V1 subunit C1"	1268
"7373"	7427	"ATP6D"	1268
"7374"	7428	"ATP6C"	1268
"7375"	7429	"VATC"	1268
"7376"	7430	"Vma5"	1268
"7377"	7431	"ATP6V1C2"	1269
"7378"	7432	"ATPase H+ transporting V1 subunit C2"	1269
"7379"	7433	"VMA5"	1269
"7380"	7434	"ATP6C2"	1269
"7381"	7435	"ATP6V1D"	1270
"7382"	7436	"ATPase H+ transporting V1 subunit D"	1270
"7383"	7437	"ATP6M"	1270
"7384"	7438	"VATD"	1270
"7385"	7439	"VMA8"	1270
"7386"	7440	"ATP6V1E1"	1271
"7387"	7441	"ATPase H+ transporting V1 subunit E1"	1271
"7388"	7442	"ATP6E"	1271
"7389"	7443	"ATP6V1E"	1271
"7390"	7444	"P31"	1271
"7391"	7445	"Vma4"	1271
"7392"	7446	"ATP6E2"	1271
"7393"	7447	"ARCL2C"	1271
"7394"	7448	"ATP6V1E2"	1272
"7395"	7449	"ATPase H+ transporting V1 subunit E2"	1272
"7396"	7450	"ATP6EL2"	1272
"7397"	7451	"ATP6V1EL2"	1272
"7398"	7452	"MGC9341"	1272
"7399"	7453	"VMA4"	1272
"7400"	7454	"ATP6E1"	1272
"7401"	7455	"ATP6V1F"	1273
"7402"	7456	"ATPase H+ transporting V1 subunit F"	1273
"7403"	7457	"ATP6S14"	1273
"7404"	7458	"VATF"	1273
"7405"	7459	"Vma7"	1273
"7406"	7460	"ATP6V1FNB"	1274
"7407"	7461	"ATP6V1F neighbor"	1274
"7408"	7462	"ATP6V1G1"	1275
"7409"	7463	"ATPase H+ transporting V1 subunit G1"	1275
"7410"	7464	"ATP6J"	1275
"7411"	7465	"ATP6G1"	1275
"7412"	7466	"ATP6GL"	1275
"7413"	7467	"Vma10"	1275
"7414"	7468	"ATP6G"	1275
"7415"	7469	"DKFZp547P234"	1275
"7416"	7470	"ATP6V1G2"	1276
"7417"	7471	"ATPase H+ transporting V1 subunit G2"	1276
"7418"	7472	"ATP6G"	1276
"7419"	7473	"ATP6G2"	1276
"7420"	7474	"Vma10"	1276
"7421"	7475	"NG38"	1276
"7422"	7476	"Em:AC004181.3"	1276
"7423"	7477	"VMA10"	1276
"7424"	7478	"ATP6V1G3"	1277
"7425"	7479	"ATPase H+ transporting V1 subunit G3"	1277
"7426"	7480	"ATP6G3"	1277
"7427"	7481	"Vma10"	1277
"7428"	7482	"ATP6V1H"	1278
"7429"	7483	"ATPase H+ transporting V1 subunit H"	1278
"7430"	7484	"CGI-11"	1278
"7431"	7485	"SFD"	1278
"7432"	7486	"VMA13"	1278
"7433"	7487	"SFDalpha"	1278
"7434"	7488	"SFDbeta"	1278
"7435"	7489	"vacuolar ATP synthase subunit H"	1278
"7436"	7490	"MSTP042"	1278
"7437"	7491	"NBP1"	1278
"7438"	7492	"ATP6V0A1"	1279
"7439"	7493	"ATPase H+ transporting V0 subunit a1"	1279
"7440"	7494	"VPP1"	1279
"7441"	7495	"ATP6N1"	1279
"7442"	7496	"ATP6N1A"	1279
"7443"	7497	"a1"	1279
"7444"	7498	"Vph1"	1279
"7445"	7499	"Stv1"	1279
"7446"	7500	"ATP6V0A2"	1280
"7447"	7501	"ATPase H+ transporting V0 subunit a2"	1280
"7448"	7502	"TJ6"	1280
"7449"	7503	"a2"	1280
"7450"	7504	"TJ6s"	1280
"7451"	7505	"TJ6M"	1280
"7452"	7506	"ATP6a2"	1280
"7453"	7507	"J6B7"	1280
"7454"	7508	"ATP6N1D"	1280
"7455"	7509	"Vph1"	1280
"7456"	7510	"Stv1"	1280
"7457"	7511	"infantile malignant osteopetrosis"	1280
"7458"	7512	"A2"	1280
"7459"	7513	"ARCL"	1280
"7460"	7514	"ARCL2A"	1280
"7461"	7515	"ATP6A2"	1280
"7462"	7516	"RTF"	1280
"7463"	7517	"STV1"	1280
"7464"	7518	"TJ6S"	1280
"7465"	7519	"VPH1"	1280
"7466"	7520	"WSS"	1280
"7467"	7521	"ATP6V0A4"	1281
"7468"	7522	"ATPase H+ transporting V0 subunit a4"	1281
"7469"	7523	"ATP6N1B"	1281
"7470"	7524	"ATP6N2"	1281
"7471"	7525	"RTA1C"	1281
"7472"	7526	"RDRTA2"	1281
"7473"	7527	"VPP2"	1281
"7474"	7528	"RTADR"	1281
"7475"	7529	"a4"	1281
"7476"	7530	"Vph1"	1281
"7477"	7531	"Stv1"	1281
"7478"	7532	"A4"	1281
"7479"	7533	"STV1"	1281
"7480"	7534	"VPH1"	1281
"7481"	7535	"ATP6V0B"	1282
"7482"	7536	"ATPase H+ transporting V0 subunit b"	1282
"7483"	7537	"ATP6F"	1282
"7484"	7538	"VMA16"	1282
"7485"	7539	"HATPL"	1282
"7486"	7540	"ATP6V0C"	1283
"7487"	7541	"ATPase H+ transporting V0 subunit c"	1283
"7488"	7542	"ATPL"	1283
"7489"	7543	"ATP6C"	1283
"7490"	7544	"ATP6L"	1283
"7491"	7545	"VATL"	1283
"7492"	7546	"Vma3"	1283
"7493"	7547	"VPPC"	1283
"7494"	7548	"ATP6V0D1"	1284
"7495"	7549	"ATPase H+ transporting V0 subunit d1"	1284
"7496"	7550	"ATP6D"	1284
"7497"	7551	"ATP6DV"	1284
"7498"	7552	"VATX"	1284
"7499"	7553	"VPATPD"	1284
"7500"	7554	"P39"	1284
"7501"	7555	"Vma6"	1284
"7502"	7556	"VMA6"	1284
"7503"	7557	"ATP6V0D2"	1285
"7504"	7558	"ATPase H+ transporting V0 subunit d2"	1285
"7505"	7559	"ATP6D2"	1285
"7506"	7560	"FLJ38708"	1285
"7507"	7561	"VMA6"	1285
"7508"	7562	"ATP6V0E1"	1286
"7509"	7563	"ATPase H+ transporting V0 subunit e1"	1286
"7510"	7564	"ATP6H"	1286
"7511"	7565	"ATP6V0E"	1286
"7512"	7566	"M9.2"	1286
"7513"	7567	"Vma21"	1286
"7514"	7568	"Vma21p"	1286
"7515"	7569	"ATP6V0E2"	1287
"7516"	7570	"ATPase H+ transporting V0 subunit e2"	1287
"7517"	7571	"C7orf32"	1287
"7518"	7572	"ATP6V0E2L"	1287
"7519"	7573	"ATP7A"	1288
"7520"	7574	"ATPase copper transporting alpha"	1288
"7521"	7575	"MNK"	1288
"7522"	7576	"copper pump 1"	1288
"7523"	7577	"copper-transporting ATPase 1"	1288
"7524"	7578	"DSMAX"	1288
"7525"	7579	"MK"	1288
"7526"	7580	"SMAX3"	1288
"7527"	7581	"ATP7B"	1289
"7528"	7582	"ATPase copper transporting beta"	1289
"7529"	7583	"WND"	1289
"7530"	7584	"Wilson disease"	1289
"7531"	7585	"copper pump 2"	1289
"7532"	7586	"copper-transporting ATPase 2"	1289
"7533"	7587	"PWD"	1289
"7534"	7588	"WC1"	1289
"7535"	7589	"WD"	1289
"7536"	7590	"ATP8A1"	1290
"7537"	7591	"ATPase phospholipid transporting 8A1"	1290
"7538"	7592	"ATPIA"	1290
"7539"	7593	"ATPASEII"	1290
"7540"	7594	"ATPP2"	1290
"7541"	7595	"ATP8A2"	1291
"7542"	7596	"ATPase phospholipid transporting"	1291
"7543"	7597	"ATPIB"	1291
"7544"	7598	"adenosine 5'-triphosphate"	1291
"7545"	7599	"ATP"	1291
"7546"	7600	"ATPase phospholipid"	1291
"7547"	7601	"adenosine triphosphate"	1291
"7548"	7602	"ATP8B1"	1292
"7549"	7603	"ATPase phospholipid transporting 8B1"	1292
"7550"	7604	"FIC1"	1292
"7551"	7605	"BRIC"	1292
"7552"	7606	"PFIC1"	1292
"7553"	7607	"ATPIC"	1292
"7554"	7608	"PFIC"	1292
"7555"	7609	"ICP1"	1292
"7556"	7610	"ATP8B2"	1293
"7557"	7611	"ATPase phospholipid transporting 8B2"	1293
"7558"	7612	"ATPID"	1293
"7559"	7613	"KIAA1137"	1293
"7560"	7614	"ATP8B3"	1294
"7561"	7615	"ATPase phospholipid transporting 8B3"	1294
"7562"	7616	"ATPIK"	1294
"7563"	7617	"aminophospholipid translocase ATP8B3"	1294
"7564"	7618	"potential phospholipid-transporting ATPase IK"	1294
"7565"	7619	"ATP8B4"	1295
"7566"	7620	"ATPase phospholipid transporting 8B4 (putative)"	1295
"7567"	7621	"ATPIM"	1295
"7568"	7622	"KIAA1939"	1295
"7569"	7623	"ATP9A"	1296
"7570"	7624	"ATPase phospholipid transporting 9A (putative)"	1296
"7571"	7625	"KIAA0611"	1296
"7572"	7626	"ATPIIA"	1296
"7573"	7627	"ATP9B"	1297
"7574"	7628	"ATPase phospholipid transporting 9B (putative)"	1297
"7575"	7629	"ATPIIB"	1297
"7576"	7630	"ATPASEP"	1297
"7577"	7631	"HUSSY-20"	1297
"7578"	7632	"NEO1L"	1297
"7579"	7633	"hMMR1"	1297
"7580"	7634	"ATP10A"	1298
"7581"	7635	"ATPase phospholipid transporting 10A (putative)"	1298
"7582"	7636	"ATP10C"	1298
"7583"	7637	"ATPVA"	1298
"7584"	7638	"ATPVC"	1298
"7585"	7639	"KIAA0566"	1298
"7586"	7640	"ATP10B"	1299
"7587"	7641	"ATPase phospholipid transporting 10B (putative)"	1299
"7588"	7642	"ATPVB"	1299
"7589"	7643	"KIAA0715"	1299
"7590"	7644	"FLJ21477"	1299
"7591"	7645	"ATP10D"	1300
"7592"	7646	"ATPase phospholipid transporting 10D (putative)"	1300
"7593"	7647	"ATPVD"	1300
"7594"	7648	"KIAA1487"	1300
"7595"	7649	"ATP11A"	1301
"7596"	7650	"ATPase phospholipid transporting 11A"	1301
"7597"	7651	"ATPIH"	1301
"7598"	7652	"ATPIS"	1301
"7599"	7653	"KIAA1021"	1301
"7600"	7654	"potential phospholipid-transporting ATPase IH"	1301
"7601"	7655	"phospholipid-translocating ATPase"	1301
"7602"	7656	"ATP11B"	1302
"7603"	7657	"ATPase phospholipid transporting 11B (putative)"	1302
"7604"	7658	"ATPIF"	1302
"7605"	7659	"ATPIR"	1302
"7606"	7660	"KIAA0956"	1302
"7607"	7661	"ATP11C"	1303
"7608"	7662	"ATPase phospholipid transporting 11C"	1303
"7609"	7663	"ATPIG"	1303
"7610"	7664	"ATPIQ"	1303
"7611"	7665	"ATP12A"	1304
"7612"	7666	"ATPase H+/K+ transporting non-gastric alpha2 subunit"	1304
"7613"	7667	"ATP1AL1"	1304
"7614"	7668	"HK"	1304
"7615"	7669	"#945"	1304
"7616"	7670	"2"	1304
"7617"	7671	"ATPase, Na+K+ transporting, alpha-1 polypeptide-like"	1304
"7618"	7672	"potassium-transporting ATPase alpha chain 2"	1304
"7619"	7673	"proton pump"	1304
"7620"	7674	"non-gastric H(+)/K(+) ATPase alpha subunit"	1304
"7621"	7675	"sodium/potassium ATPase, alpha polypeptide-like"	1304
"7622"	7676	"ATP13A1"	1305
"7623"	7677	"ATPase 13A1"	1305
"7624"	7678	"ATP13A"	1305
"7625"	7679	"KIAA1825"	1305
"7626"	7680	"FLJ31858"	1305
"7627"	7681	"CGI-152"	1305
"7628"	7682	"cation transporting ATPase"	1305
"7629"	7683	"ATP13A2"	1306
"7630"	7684	"ATPase cation transporting 13A2"	1306
"7631"	7685	"PARK9"	1306
"7632"	7686	"HSA9947"	1306
"7633"	7687	"CLN12"	1306
"7634"	7688	"KRPPD"	1306
"7635"	7689	"SPG78"	1306
"7636"	7690	"ATP13A3"	1307
"7637"	7691	"ATPase 13A3"	1307
"7638"	7692	"AFURS1"	1307
"7639"	7693	"ATPase family homolog up regulated in senescence cells"	1307
"7640"	7694	"ATP13A4"	1308
"7641"	7695	"ATPase 13A4"	1308
"7642"	7696	"DKFZp761I1011"	1308
"7643"	7697	"FLJ37958"	1308
"7644"	7698	"ATP13A5"	1309
"7645"	7699	"ATPase 13A5"	1309
"7646"	7700	"FLJ16025"	1309
"7647"	7701	"ATP23"	1310
"7648"	7702	"ATP23 metallopeptidase and ATP synthase assembly factor homolog"	1310
"7649"	7703	"XRCC6BP1"	1310
"7650"	7704	"KUB3"	1310
"7651"	7705	"Ku70 binding protein 3"	1310
"7652"	7706	"ATPAF1"	1311
"7653"	7707	"ATP synthase mitochondrial F1 complex assembly factor 1"	1311
"7654"	7708	"FLJ22351"	1311
"7655"	7709	"Atp11p"	1311
"7656"	7710	"ATP11"	1311
"7657"	7711	"ATP11p"	1311
"7658"	7712	"ATPAF2"	1312
"7659"	7713	"ATP synthase mitochondrial F1 complex assembly factor 2"	1312
"7660"	7714	"Atp12p"	1312
"7661"	7715	"ATP12"	1312
"7662"	7716	"LP3663"	1312
"7663"	7717	"MGC29736"	1312
"7664"	7718	"ATP12p"	1312
"7665"	7719	"MC5DN1"	1312
"7666"	7720	"ATR"	1313
"7667"	7721	"ATR serine/threonine kinase"	1313
"7668"	7722	"FRP1"	1313
"7669"	7723	"SCKL"	1313
"7670"	7724	"SCKL1"	1313
"7671"	7725	"MEC1"	1313
"7672"	7726	"MEC1, mitosis entry checkpoint 1, homolog (S. cerevisiae)"	1313
"7673"	7727	"FCTCS"	1313
"7674"	7728	"ATRAID"	1314
"7675"	7729	"all-trans retinoic acid induced differentiation factor"	1314
"7676"	7730	"C2orf28"	1314
"7677"	7731	"HSPC013"	1314
"7678"	7732	"p18"	1314
"7679"	7733	"APR3"	1314
"7680"	7734	"apoptosis-related protein 3"	1314
"7681"	7735	"APR--3"	1314
"7682"	7736	"APR-3"	1314
"7683"	7737	"PRO240"	1314
"7684"	7738	"ATRIP"	1315
"7685"	7739	"ATR interacting protein"	1315
"7686"	7740	"FLJ12343"	1315
"7687"	7741	"MGC20625"	1315
"7688"	7742	"MGC21482"	1315
"7689"	7743	"MGC26740"	1315
"7690"	7744	"ATRN"	1316
"7691"	7745	"attractin"	1316
"7692"	7746	"DPPT-L"	1316
"7693"	7747	"MGCA"	1316
"7694"	7748	"mahogany protein"	1316
"7695"	7749	"ATRNL1"	1317
"7696"	7750	"attractin like 1"	1317
"7697"	7751	"KIAA0534"	1317
"7698"	7752	"FLJ45344"	1317
"7699"	7754	"bA338L11.1"	1317
"7700"	7755	"bA454H24.1"	1317
"7701"	7756	"ATRX"	1318
"7702"	7757	"ATRX, chromatin remodeler"	1318
"7703"	7758	"RAD54"	1318
"7704"	7759	"JMS"	1318
"7705"	7760	"MRX52"	1318
"7706"	7761	"XH2"	1318
"7707"	7762	"XNP"	1318
"7708"	7763	"RAD54 homolog (S. cerevisiae)"	1318
"7709"	7764	"RAD54L"	1318
"7710"	7765	"ZNF-HX"	1318
"7711"	7766	"ATXN1"	1319
"7712"	7767	"ataxin 1"	1319
"7713"	7768	"SCA1"	1319
"7714"	7769	"D6S504E"	1319
"7715"	7770	"ATX1"	1319
"7716"	7771	"ATXN1L"	1320
"7717"	7772	"ataxin 1 like"	1320
"7718"	7773	"BOAT1"	1320
"7719"	7774	"brother of ataxin 1"	1320
"7720"	7775	"BOAT"	1320
"7721"	7776	"ATXN2"	1321
"7722"	7777	"ataxin 2"	1321
"7723"	7778	"SCA2"	1321
"7724"	7779	"TNRC13"	1321
"7725"	7780	"ATX2"	1321
"7726"	7781	"trinucleotide repeat containing 13"	1321
"7727"	7782	"ATXN2L"	1322
"7728"	7783	"ataxin 2 like"	1322
"7729"	7784	"A2lp"	1322
"7730"	7785	"A2D"	1322
"7731"	7786	"A2LG"	1322
"7732"	7787	"A2LP"	1322
"7733"	7788	"A2RP"	1322
"7734"	7789	"ATXN3"	1323
"7735"	7790	"ataxin 3"	1323
"7736"	7791	"SCA3"	1323
"7737"	7792	"MJD"	1323
"7738"	7793	"ATX3"	1323
"7739"	7794	"JOS"	1323
"7740"	7795	"AT3"	1323
"7741"	7796	"MJD1"	1323
"7742"	7797	"ATXN3L"	1324
"7743"	7798	"ataxin 3 like"	1324
"7744"	7799	"MJDL"	1324
"7745"	7800	"ATXN7"	1325
"7746"	7801	"ataxin 7"	1325
"7747"	7802	"SCA7"	1325
"7748"	7803	"OPCA3"	1325
"7749"	7804	"ADCAII"	1325
"7750"	7805	"ATXN7L1"	1326
"7751"	7806	"ataxin 7 like 1"	1326
"7752"	7807	"ATXN7L4"	1326
"7753"	7808	"KIAA1218"	1326
"7754"	7809	"MGC33190"	1326
"7755"	7810	"ATXN7L2"	1327
"7756"	7811	"ataxin 7 like 2"	1327
"7757"	7812	"MGC46534"	1327
"7758"	7813	"FLJ00381"	1327
"7759"	7814	"ATXN7L3"	1328
"7760"	7815	"ataxin 7 like 3"	1328
"7761"	7816	"DKFZp761G2113"	1328
"7762"	7817	"ATXN7L3B"	1329
"7763"	7818	"ataxin 7 like 3B"	1329
"7764"	7819	"lnc-SCA7"	1329
"7765"	7820	"ATXN8"	1330
"7766"	7821	"ataxin 8"	1330
"7767"	7822	"ATXN10"	1331
"7768"	7823	"ataxin 10"	1331
"7769"	7824	"SCA10"	1331
"7770"	7825	"E46L"	1331
"7771"	7826	"FLJ37990"	1331
"7772"	7827	"HUMEEP"	1331
"7773"	7828	"AUH"	1332
"7774"	7829	"AU RNA binding methylglutaconyl-CoA hydratase"	1332
"7775"	7830	"AUNIP"	1333
"7776"	7831	"aurora kinase A and ninein interacting protein"	1333
"7777"	7832	"C1orf135"	1333
"7778"	7833	"MGC2603"	1333
"7779"	7834	"AIBp"	1333
"7780"	7835	"AIBP"	1333
"7781"	7836	"AUP1"	1334
"7782"	7837	"AUP1, lipid droplet regulating VLDL assembly factor"	1334
"7783"	7838	"AURKA"	1335
"7784"	7839	"aurora kinase A"	1335
"7785"	7840	"STK15"	1335
"7786"	7841	"STK6"	1335
"7787"	7842	"BTAK"	1335
"7788"	7843	"AurA"	1335
"7789"	7844	"STK7"	1335
"7790"	7845	"ARK1"	1335
"7791"	7846	"PPP1R47"	1335
"7792"	7847	"AIK"	1335
"7793"	7848	"protein phosphatase 1, regulatory subunit 47"	1335
"7794"	7849	"Aurora-A kinase"	1335
"7795"	7850	"AURA"	1335
"7796"	7851	"AURKAIP1"	1336
"7797"	7852	"aurora kinase A interacting protein 1"	1336
"7798"	7853	"AKIP"	1336
"7799"	7854	"AIP"	1336
"7800"	7855	"FLJ20608"	1336
"7801"	7856	"MRP-S38"	1336
"7802"	7857	"AURKB"	1337
"7803"	7858	"aurora kinase B"	1337
"7804"	7859	"STK12"	1337
"7805"	7860	"Aik2"	1337
"7806"	7861	"IPL1"	1337
"7807"	7862	"AurB"	1337
"7808"	7863	"AIM-1"	1337
"7809"	7864	"ARK2"	1337
"7810"	7865	"STK5"	1337
"7811"	7866	"PPP1R48"	1337
"7812"	7867	"aurora-B"	1337
"7813"	7868	"aurora-1"	1337
"7814"	7869	"protein phosphatase 1, regulatory subunit 48"	1337
"7815"	7870	"AIK2"	1337
"7816"	7871	"AIM1"	1337
"7817"	7872	"ARK-2"	1337
"7818"	7873	"STK-1"	1337
"7819"	7874	"aurkb-sv1"	1337
"7820"	7875	"aurkb-sv2"	1337
"7821"	7876	"AURKC"	1338
"7822"	7877	"aurora kinase C"	1338
"7823"	7878	"STK13"	1338
"7824"	7879	"AurC"	1338
"7825"	7880	"ARK3"	1338
"7826"	7881	"AIE2"	1338
"7827"	7882	"AIK3"	1338
"7828"	7883	"HEL-S-90"	1338
"7829"	7884	"SPGF5"	1338
"7830"	7885	"aurora-C"	1338
"7831"	7886	"AUTS2"	1339
"7832"	7887	"AUTS2, activator of transcription and developmental regulator"	1339
"7833"	7888	"KIAA0442"	1339
"7834"	7889	"FBRSL2"	1339
"7835"	7890	"MRD26"	1339
"7836"	7891	"AVEN"	1340
"7837"	7892	"apoptosis and caspase activation inhibitor"	1340
"7838"	7893	"PDCD12"	1340
"7839"	7894	"cell death regulator aven"	1340
"7840"	7895	"programmed cell death 12"	1340
"7841"	7896	"AVIL"	1341
"7842"	7897	"advillin"	1341
"7843"	7898	"p92"	1341
"7844"	7899	"FLJ12386"	1341
"7845"	7900	"ADVIL"	1341
"7846"	7901	"DOC6"	1341
"7847"	7902	"AVL9"	1342
"7848"	7903	"AVL9 cell migration associated"	1342
"7849"	7904	"KIAA0241"	1342
"7850"	7905	"AVP"	1343
"7851"	7906	"arginine vasopressin"	1343
"7852"	7907	"ARVP"	1343
"7853"	7908	"ADH"	1343
"7854"	7909	"antidiuretic hormone"	1343
"7855"	7910	"neurophysin II"	1343
"7856"	7911	"diabetes insipidus"	1343
"7857"	7912	"neurohypophyseal"	1343
"7858"	7913	"prepro-AVP-NP II"	1343
"7859"	7914	"prepro-arginine-vasopressin-neurophysin II"	1343
"7860"	7915	"copeptin"	1343
"7861"	7916	"AVP-NPII"	1343
"7862"	7917	"AVRP"	1343
"7863"	7918	"VP"	1343
"7864"	7919	"AVPI1"	1344
"7865"	7920	"arginine vasopressin induced 1"	1344
"7866"	7921	"VIP32"	1344
"7867"	7922	"PP5395"	1344
"7868"	7923	"VIT32"	1344
"7869"	7924	"AVPR1A"	1345
"7870"	7925	"arginine vasopressin receptor 1A"	1345
"7871"	7926	"AVPR1"	1345
"7872"	7927	"AVPR V1a"	1345
"7873"	7928	"V1aR"	1345
"7874"	7929	"AVPR1B"	1346
"7875"	7930	"arginine vasopressin receptor 1B"	1346
"7876"	7931	"AVPR3"	1346
"7877"	7932	"V1bR"	1346
"7878"	7933	"AVPR2"	1347
"7879"	7934	"arginine vasopressin receptor 2"	1347
"7880"	7935	"DIR3"	1347
"7881"	7936	"DIR"	1347
"7882"	7937	"V2R"	1347
"7883"	7938	"nephrogenic diabetes insipidus"	1347
"7884"	7939	"ADHR"	1347
"7885"	7940	"DI1"	1347
"7886"	7941	"NDI"	1347
"7887"	7942	"AWAT1"	1348
"7888"	7943	"acyl-CoA wax alcohol acyltransferase 1"	1348
"7889"	7944	"DGAT2L3"	1348
"7890"	7945	"DGA2"	1348
"7891"	7946	"AWAT2"	1349
"7892"	7947	"acyl-CoA wax alcohol acyltransferase 2"	1349
"7893"	7948	"DGAT2L4"	1349
"7894"	7949	"MFAT"	1349
"7895"	7950	"multifunctional O-acyltransferase"	1349
"7896"	7951	"ARAT"	1349
"7897"	7952	"DC4"	1349
"7898"	7953	"WS"	1349
"7899"	7954	"AXDND1"	1350
"7900"	7955	"axonemal dynein light chain domain containing 1"	1350
"7901"	7956	"C1orf125"	1350
"7902"	7957	"FLJ32940"	1350
"7903"	7958	"AXIN1"	1351
"7904"	7959	"axin 1"	1351
"7905"	7960	"PPP1R49"	1351
"7906"	7961	"protein phosphatase 1, regulatory subunit 49"	1351
"7907"	7962	"AXIN"	1351
"7908"	7963	"AXIN2"	1352
